Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,801.182139358271,,761.459441743974,748.2037354573220,725.7541160454690,766.1474429454210,762.0125774307010,777.2673845559190,753.5092242408460,790.0348039810710,789.5555265273020,767.506277077056,760.6407760838590,755.759472273751,765.8583232457520,768.1835703436780,780.903961316367,791.3841806733250,818.8687857193340,863.2360873685750,904.7366794764440,967.6795838078190,1052.7191170069900,1223.852363436920,1267.3173935456100,1343.275124985180,1451.5480809061700,1559.2406506822700,2312.720948420900,2464.2949050764900,2652.513228080340,2803.6891249446200,2926.1533039149700,3038.2697381594500,3172.7506849299200,3219.701127793470,3363.7120481436600
Dominica,,,,,,,,,,,,,,,,,,624.6061218551450,769.1197570753310,733.9615646863510,966.6301990670660,1090.2009070174400,1193.5100606125200,1324.6494748064200,1478.171745805340,1632.2473665491400,1863.506066626950,2113.9271518672100,2402.7717810772600,2617.816845719340,2860.3224791915900,3122.653181621310,3317.824671267810,3466.998869297720,3721.2723674634600,3860.8005375461900,4120.581184853100,4292.113679863000,4593.863344557960,4751.092101438660,4787.801441067770,4883.003024266970,4770.8518942768600,4897.308366538920,5216.872433830110,5160.889140770130,5518.42319991872,5951.863413337770,6468.944766817110,6903.145806149420,6967.364955146610,7065.460372375990,6849.455933369450,7016.380071478000,7317.486143216540,7597.288894092550,8080.968623411870,7298.514579510940,7745.376963258730,8516.280038951610,7003.859021472340,7559.97503905279
Dominican Republic,204.1148714324660,192.02761251123700,234.0516293867290,258.59578187575400,272.9748001329740,229.0235001165620,245.9875453648140,250.97620722272100,254.05179775019000,281.3776046293650,330.13150590192000,360.15285263102800,417.9192608754900,480.053066255021,583.4844213029950,699.6030036745100,748.9906207002700,848.28541713207,854.6471619952070,969.4980483271540,1164.9522246050900,1273.826440663120,1362.5106690778800,1487.2758283240500,1831.0864593730700,780.3858657861580,928.0322487635490,865.8317544846690,783.0354012705240,955.5173747605040,991.6148411472320,1351.2985002409900,1566.529623441910,1733.3995364983400,1905.9434963905100,2127.7480889330500,2293.7543814761300,2476.0604030492300,2638.313270134250,2653.2251238467300,2869.1781386102200,2977.4345100306800,3110.3254470273700,2418.350421588790,2487.3290610568600,3932.7844065085200,4109.033591453910,4707.79505245725,5087.98321278434,5039.403122129850,5555.392013938160,5913.426648854930,6110.366576033830,6238.1323665836100,6608.825501300650,6921.520594327760,7280.883610412260,7609.3532753402300,8050.644076234160,8282.11713050921,7268.196909659090,8603.789905181580
Ecuador,455.46238876767400,375.2213046225710,315.68870401977800,368.6295837037170,440.5602342092170,455.19781834631900,449.92020699407000,459.2787987766540,450.9995515096420,527.900353006021,471.6307972400670,440.85715738146700,495.53591815208400,588.3370651355710,970.0127219680140,1105.4205551338400,1264.9116411564900,1493.333582914330,1572.4005306846500,1821.04718012411,2238.217083519530,2660.612801302220,2369.9506569329700,1988.7873231312200,1912.4312707904500,1891.5624789030200,1648.0145601655900,1464.4929359151800,1337.889895208410,1390.2131140266300,1489.5299460381700,1622.2080879090900,1688.5047522337600,1727.755003318840,2026.1130766221800,2132.9067827438400,2155.518150391430,2356.369857374990,2293.889735365060,1578.9342977398900,1445.2793244290100,1894.6161958580400,2172.101877244700,2425.8518417571500,2691.2776847383800,3002.1386043913900,3328.884156263230,3567.837186499630,4249.018969794450,4231.619234660570,4633.591284430990,5200.555107835040,5682.046108144970,6056.3312125381300,6377.09392877257,6124.490887071340,6060.092961567910,6213.50312736888,6295.934661639920,6222.5246532724800,5627.772279865280,5934.875495808080
"Egypt, Arab Rep.",,,,,,162.60847230990500,168.9632404155330,174.86260976111200,180.41085370295500,193.5860493244780,233.01370954367600,243.80682226249700,257.588650807345,273.6986070443580,244.74721494115500,301.7494289409080,337.77436888926100,357.07794780618000,358.8477970168930,426.3465239054730,500.3550452335790,498.55911585362600,607.2815227770460,662.6872883613040,708.1957476181830,792.8240419996490,815.2486949493340,778.116887234727,655.0678055308310,725.6298025427750,765.6420054596460,651.0775476407440,713.4525482554520,777.8577351019840,849.4524991052630,965.1108693920230,1063.333044364840,1208.7199196423800,1281.3969135087600,1343.5519627880000,1450.4762424329800,1378.2033833384500,1191.1032385421800,1102.4681993615600,1062.158091933980,1186.3933132271700,1397.436690046440,1667.3179980551000,2044.5278041517600,2331.268840110570,2645.968758779240,2791.810765927940,3229.6856303038100,3262.657586471040,3379.5579862705700,3562.9326579842300,3519.8732398108000,2444.2903871844800,2537.125185047120,3019.092283466470,3569.206841211080,3876.3595937334900
El Salvador,,,,,,274.1752595031410,282.18973306852500,288.1869903146500,290.02560299446500,293.3879514676950,308.4398701248490,314.61568250903200,326.76977020202700,363.82963534549700,410.28950152145600,453.49245154089800,548.1520223152020,678.0392587123840,706.6155011465710,767.7992439583280,778.4480090435150,736.5911467201100,717.5438903871780,729.7387103595140,751.7250214071280,769.8035753097700,753.9799281895930,781.0600073290130,816.219982845253,840.7123359422590,914.1317947338120,983.1815042145640,1073.3102525013700,1216.700840983240,1380.7083745960900,1585.10889560143,1684.7845048711400,1778.8363374756000,1886.3599656695200,1930.6274566566000,2001.5400488796600,2072.3015906358000,2124.1018198334500,2209.497245196300,2278.4303299528000,2428.5688792893200,2631.822738940310,2786.1577743165900,2933.3942401921000,2858.4833438838500,2983.2288061357000,3266.010977741650,3428.4093324668100,3509.5265362245800,3589.0428846199100,3705.5797035345300,3805.9956857443400,3910.254403327170,4052.6247753374200,4167.730938785630,3798.636520823210,4408.520365114670
Equatorial Guinea,,,34.79058135826710,40.751471319580100,46.9760523990492,234.34408508749100,243.76909130671000,247.84412868581500,225.48656622988000,221.13721804511300,218.205537661039,217.321465999217,226.00134793756300,292.45983127983700,354.30145283136500,407.7106399660570,418.0080975362650,429.41658438977100,,,202.6274482707240,138.93945169910100,155.61747810720600,144.19631206081600,151.77290699725800,176.4150588145460,207.05264902905100,243.7374769947860,254.5355335552730,217.07238843234500,267.4680729131820,256.22633575855300,301.17710897813400,294.0705048575410,210.40954335936000,285.55254818509800,450.64600234908000,824.5510830732210,663.7247513273610,1067.643955323030,1725.5575842797800,2313.165936892740,2744.1914832486500,3618.5444756481100,6152.1312376017400,10963.406378492400,12857.368824822600,15908.411192033600,22942.61010051870,16668.121697601300,17288.84127776240,21641.695079141400,21711.15322985420,20390.738258531600,19394.08183607820,11283.398015884600,9250.316728466380,9667.856961579880,10005.61604232670,8380.741122387690,7198.335883706880,8462.286329620780
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3320034427710,208.99947993019100,239.66808674593800,262.23053478611800,315.7506824323180,312.7243950142590,337.8865923475930,307.90990917722900,308.13418680857900,316.8239534297390,293.95567241724600,334.58557154123800,407.7690769608120,388.5959474831750,415.0360305498340,439.8321033782000,450.63239891053300,595.1099871854120,501.35531699714300,642.5082587966030,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.389753454070,3380.92630243199,3682.952301466940,4093.392477387650,4140.936602321670,4070.609024102080,4505.858332331880,5341.628946770020,7203.523037866460,8914.103556744490,10412.644313796700,12639.400067729600,16744.584451634200,18204.96647867620,14711.735272822300,14663.044612646500,17487.80478309220,17403.205325476700,19056.001922698900,20261.066730388600,17402.037612807900,18295.34293221140,20437.76537673590,23063.563817567500,23397.878256094400,23054.35849059780,27280.65843969930
Eswatini,104.21405581122500,125.31149189450300,131.16208952826800,151.50170436116100,177.9669161218000,187.94837047031200,200.24611232021100,189.37710211243100,196.3021737134800,251.75083200315000,260.0289790513070,307.36887191688600,321.06943053767800,471.569078803951,545.2576170936980,576.8838727663610,528.5842538160500,571.246828268656,619.5424325147490,725.1126728105280,922.0016494129190,938.1748181523140,853.54991782249,851.5962683831670,732.2962203922400,515.0725603424560,620.7120356925560,780.2685423336560,894.3395801837900,872.782938295471,1355.389000747060,1367.783195527710,1481.8611805392200,1528.8924438341500,1563.7495069489900,1833.0993161251700,1695.1347749051500,1781.888522916830,1609.214093018420,1557.063330595910,1728.710497627410,1521.769075317160,1405.4487056297500,2148.6324751940000,2699.1307416971300,3083.838140755880,3176.6911682133400,3327.445133957980,3137.3872660436100,3385.8588459204400,4168.48940292685,4496.613360509740,4527.56503878653,4230.171266415210,4039.1593407948300,3680.3494728377600,3425.5319569284600,3914.4184837960300,4107.094431093070,3889.85122575483,3434.721798302950,4214.861687815530
Ethiopia,,,,,,,,,,,,,,,,,,,,,,203.55700032343900,208.34239132573100,224.62740022157400,205.62379289169000,233.2186960829030,234.682176355784,242.9615459044770,243.73585769692900,248.02274568251700,254.24326220282000,271.39437353261200,204.05018151317600,165.69322804152400,125.54958125810800,134.34296024645000,145.1669012618100,141.50861990176600,125.07614107899200,119.68407634915300,124.46079087492100,120.76578373089700,111.92722512500000,119.49039595567100,136.46625003821600,162.43272862793000,194.68743293555300,244.28605229297700,326.4368227619840,380.5690032129340,341.55412269966300,354.4795719087990,467.0778718332800,499.5315301642280,566.9264028885310,640.5419230754220,717.1248698061180,768.5230154293720,771.5248663494310,855.7608851869030,936.4507575624710,943.9656842252060
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24166.414182322200,24371.778371562600,22856.738833040100,24724.457953283500,27021.811998546600,31624.513311288400,35886.91573172480,36756.121667868900,42153.941965464000,48784.8905002298,52034.57902923030,48011.89311398980,48578.59681478740,52267.123183465900,50464.65866798840,55892.287023594500,60484.34073007490,53310.26200552280,58224.80551369250,61455.05260694840,65572.60753058460,67153.68193791670,66320.67919767790,
Fiji,285.47428614690500,287.2670559019630,291.47333350206000,296.7083165222310,310.81227658561300,317.0203250958750,316.1298103393440,333.26820513324300,334.6125760305870,357.42438357563200,422.3875437721300,466.0253483137780,583.3187661396080,768.6885142559340,987.9237500462910,1186.676079144460,1182.094134428320,1202.63135510282,1360.7854007153400,1640.556911449810,1892.8768218028300,1898.0108636217700,1786.8571665552200,1638.383940852910,1681.7050837197500,1603.219354099120,1795.3704582032200,1631.9581033130100,1535.399195374920,1632.1878455020100,1835.12305833582,1881.7617944632700,2058.37960285947,2167.0954536284500,2384.726455657240,2540.980878908060,2713.827761003460,2636.6721600505500,2066.0688543708700,2401.6864219535500,2069.317454714590,2030.2463513151600,2248.71419119052,2818.9139204213600,3311.1598953250400,3627.6328558525400,3715.9326570569300,4040.1521191650400,4167.694935102210,3362.8204945437200,3652.5359332095500,4371.447384575570,4591.57701506207,4840.727269872430,5605.609148441840,5390.714207030850,5651.2727213277200,6101.023889500810,6317.41372301725,6175.890652655600,5102.843929249830,5085.971641958610
Finland,1179.3530109999400,1327.4272243660000,1411.7023981804400,1522.3192420995100,1707.5039382470100,1882.0868576484900,2010.21345619725,2034.189049654780,1907.0772721766700,2178.0352504498200,2465.6448186242300,2716.190092228610,3177.645700937330,4173.173047494290,5297.607817394610,6255.544640764230,6739.690712532550,7069.105738256160,7628.815714249070,9332.245263837690,11223.937563528,10926.817966566000,10938.122061411000,10497.479996566000,10833.8662886935,11398.105953150900,14951.04678528880,18571.059925357900,22047.7933222594,23973.23948400410,28364.645076592300,25484.739293574700,22319.05946024590,17608.812390226400,20301.333085866000,26271.59981416910,25783.450487861100,24691.872813369900,26009.269488618200,26186.190010575600,24345.914821703300,24967.79251531820,26997.752989778900,32927.68029194070,37772.178111039800,39054.85044238250,41222.60200046110,48476.39272870520,53772.794239002,47481.48453643380,46505.30317918100,51148.9316365833,47708.06127844680,49892.22336327320,50327.24029026320,42801.9081167286,43814.02650569640,46412.136477716900,49988.91084618450,48628.64176210510,49160.8371522596,53982.614273526000
Fragile and conflict affected situations,,,,,,,,,164.7351706031440,179.64833595739200,214.41171192050000,212.63933546108900,237.86640204437600,284.9597840433330,413.66988658442800,453.8683696622250,521.902432349074,560.8304283905950,603.04965205164,744.2050383218970,909.6759172667890,1237.6823705501700,1159.5869781728600,967.4837969811180,855.8268529743050,855.0917062881930,811.3892742839600,818.2822686290700,838.5341534618720,813.7634577150420,1144.172497311120,771.3982032029650,685.0022754032310,626.2391575385780,587.90212405835,660.9182169208490,667.8098463062930,740.5275460076770,717.932381749278,757.6615452937280,861.8806152072070,840.9256758924220,806.8276489587440,825.3835533994720,1017.9139899328700,1249.7833910707400,1508.0686519042800,1795.6207888570700,2226.972427311910,2011.7968448253800,2318.671681044770,2131.996487078860,2329.5798371150700,2359.4803289486300,2428.443617023280,1913.6920361632100,1762.8100267486900,1825.7383317723700,1826.8332655431800,1905.700417858440,1743.3671126866600,1826.396400769570
France,1334.6895119044600,1428.0460006316400,1578.2845377801500,1744.6401228939200,1909.5416202624400,2038.1631021584200,2186.4745917492000,2343.104502606770,2536.0851140655200,2752.095114235160,2857.251681560150,3169.0363230562500,3854.5558351778100,4969.7629775885600,5328.241547656220,6690.578270243940,6866.816892458680,7532.526960032690,9264.775292859980,11179.632901623400,12713.365166135200,11104.981338468100,10496.928554430800,9993.42118219845,9419.696143467850,9763.327404029650,13540.246369472500,16302.447375566200,17679.99668900900,17694.309324231500,21793.83553751840,21675.064988826600,23813.712246357700,22380.107748322100,23496.520153868500,26890.217622361400,26871.83126747760,24228.9463914211,24974.27385879880,24681.53701352580,22419.694821131300,22452.982375327200,24292.580230483600,29633.67897948970,33803.30959512030,34773.15014790270,36474.1595859967,41561.200509548500,45519.29688129480,41740.2430343475,40677.9851405443,43848.10605488800,40872.3624615688,42605.04437821800,43068.54872417400,36652.922305217800,37062.53357238290,38781.0494870836,41592.7958964319,40578.644285053400,39037.12263090740,43518.538513085100
French Polynesia,,,,,,1889.2423987930700,2229.7527201182500,2210.064680542840,2512.2673622173400,2274.4563718566600,2299.176400588550,2595.318556613060,2756.1556109276600,3516.3847179496700,4375.5532578960400,5260.448460065050,5401.994032276620,5670.021941382010,6969.910106200810,8169.164176949180,8885.695675443780,8103.456213200740,7907.98169128185,7977.831493221620,8006.276935102210,8514.244491685650,12659.731141375900,13629.838130307800,14051.680074483400,13470.089910457600,15913.510404145800,16038.836667923400,17170.399176147500,16123.218909821500,16444.155045475900,18262.421685257400,17788.07039136310,15722.326349920300,16300.926338266900,16068.97356155610,14350.61585633330,,,,,,,,,,,,,,,19500.100855057300,20020.09386340510,21127.064329532300,22094.757463194300,21512.273297094700,20182.58450291640,
Gabon,282.4171794746710,331.4358017801810,357.52376169319700,298.470446187048,410.90408346051500,424.6204429397010,452.66282658780300,490.1032756386540,520.4804211847400,550.7279588301120,549.4538176860350,635.5011472575910,703.7842713864380,1160.3218118933200,2432.836179863110,3331.994317892370,4550.074192646640,4154.219467749620,3452.6155566723400,4275.2573638293100,5892.099284691720,5186.37714357028,4736.033893642460,4325.297850357020,4423.520509714070,4038.068544196390,4004.035275045860,3755.4708174113100,4267.805093923070,4532.151139237230,6268.918007758750,5536.998372529100,5578.038555323620,4252.065347682530,3963.8792965438500,4570.571303540610,5116.196625190230,4667.19312084114,3831.780667708160,3888.8794672211900,4135.992380077230,3993.0313362488100,4141.4343655977400,4933.462169997930,5739.613203637850,6891.361920382650,7221.369876509850,8458.30917871082,10254.171957359500,7721.018952900810,8849.322607991650,10809.684950390400,9813.505746508190,9683.581619512510,9663.424110025850,7384.700703930710,6984.419712083880,7230.434911619800,7959.007267363740,7766.996554229490,6881.714225335220,8016.990495469030
"Gambia, The",,,,,,,106.41322452411300,109.45371583248700,93.84769048664380,100.10177271703700,112.61065096206800,116.56119976528800,120.14350436971600,148.17465714310600,183.0817648579470,213.30689208754700,201.12487851029200,239.4331099848710,288.0557773203730,335.80489087677900,378.31298903758600,332.6806063197430,318.607862075408,304.8374353697950,244.37334216736400,298.66041232444800,234.6562867886790,265.4916532089360,305.3136176838720,310.2993372814270,331.8177402817710,695.4109885097870,695.1553715156260,711.726180956623,682.2141569318910,696.4495842925810,728.6690718866740,669.4010959686370,678.6761783404130,637.9390628616310,594.1493884996490,505.42163611470500,411.77189394314200,335.9062169505040,642.7562183384640,665.7202157005460,662.3628771791340,780.3810509205190,924.5098745936160,833.281360365212,860.6364338514860,762.7631177200340,742.7776286312430,700.5160421528350,607.4299046518120,660.7235712443210,690.7804931527910,679.7550717229600,732.7207273188540,772.5055883088950,757.4131116113870,835.5944213893880
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.6401223992000,1314.6706702040400,757.2235485053580,550.015542609224,519.8575811882880,578.3446098525820,689.0594413847190,807.0322857523520,851.5259581683700,673.5434386750290,749.9085349939600,801.990413888373,853.5164537133180,1010.0079801313000,1305.0474855720800,1642.7609375639500,1996.0571292766400,2635.3538820296200,3324.735879054110,2822.6674302335200,3233.295943474220,4021.7433061728600,4421.818242280140,4623.745724734190,4739.188338464200,4014.1859441932900,4062.169887573810,4357.000935546290,4722.04242314141,4696.150585556140,4255.742993212540,5042.385527773880
Germany,,,,,,,,,,,2761.1668328933900,3192.1336156374300,3809.981444894560,5046.755103058150,5639.077621296800,6236.3588812986,6634.856899093100,7682.953774928830,9482.04284964716,11281.023324508100,12138.30810342670,10209.073115384600,9913.737641593950,9864.344940386610,9313.169412431190,9429.569216882130,13461.831003414700,16677.510788160000,17931.282322887600,17764.376445833000,22303.961326662700,23357.75772507300,26438.230388841800,25522.629573361700,27076.606750140000,31658.34937891360,30485.86654822790,26964.049467267400,27289.059360319100,26734.942536925100,23694.760483067300,23628.327212236700,25197.265600184700,30310.35759637740,34106.65812240010,34520.239649249600,36353.88033436320,41640.080869514700,45612.71062214420,41650.3678297162,41572.455948150800,46705.895796335300,43855.85446586180,46298.922917734100,48023.86998454630,41103.256436376800,42136.120790799100,44652.589172271800,47973.60762350970,46794.899291560200,46252.68930448930,50801.78671053070
Ghana,183.4280074936210,190.19650426703000,195.4693986334880,211.03973665359700,230.06171025664100,265.29247423437600,267.7167251702490,214.78523941732900,200.3070939677160,230.2872270060160,253.56662187016800,269.3682351832250,228.85973284347200,259.70184370891700,296.890023865613,281.40612646801000,271.1255782619180,306.8099650326510,345.83442293382400,372.06012078755300,402.0607077576300,372.0774434920720,345.64133322500800,337.1633481689860,355.66670367485000,352.3527143714260,435.0681876713210,374.47034150646500,372.6839795645750,365.8896826717630,398.6370810889310,433.7732647647040,409.7463897863790,370.41945492439200,328.74452686500700,379.9879849168790,397.1357549570280,384.79632833020000,407.5232370178570,410.3340115596120,258.4710399296780,269.0149847645820,304.56463597706600,367.8213621136630,417.50806672766200,492.5440561726410,913.393849309942,1081.166318262690,1217.064435491460,1077.6620583257100,1299.3452116406200,1549.462718833450,1587.5609318580900,2361.0903238836600,2012.2642471972800,1774.0747709250800,1971.9569346459900,2074.290732722690,2260.8605672933700,2246.625578164320,2254.1538889760400,2445.2907493276100
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,520.3227443103820,590.7800548123930,617.0577576905180,695.2286243898780,783.7058809982790,899.2812389129940,997.4304674755560,1068.1145562270300,1154.438530556120,1324.0589888476100,1494.3879844913700,1652.3259558674700,1899.6757838933500,2502.8147451223800,2828.7485589950300,3153.235775628090,3390.5449759631200,3886.374451467590,4694.633781719800,5705.9493705481100,5893.661892691280,5380.267619632100,5579.234615237590,5019.878770568780,4852.565667377190,4813.711204746940,5656.505331645280,6564.884427121940,7598.028005484680,7846.678122422780,9600.18523506603,10188.369780123800,11176.458419061400,10401.983014609600,11091.283847277900,12959.324290811400,13749.115112067900,13427.83250550020,13472.137609262300,13249.663323924300,12072.929356919500,12549.036894906100,14177.572159270500,18518.378838739600,21995.477943746000,22560.147293907700,24821.93674518800,28863.973288501800,32127.983194328700,29828.756024527000,26716.648826027500,25483.882564493100,21912.998287951700,21787.787763603500,21616.710009490800,18083.877905654700,17923.96681347170,18582.089341163100,19756.990456255000,19133.75776362550,17647.23268827430,20276.54467440740
Greenland,,,,,,,,,,,1498.2764367816100,1876.503238746880,2196.7117113453400,2860.280576401140,3432.706032912770,4257.949711754010,4844.676329274250,5713.954919049920,7235.549740983210,8480.694826814480,9483.173076073430,8544.058328612630,7813.6906673353200,7988.170958612000,7198.702247493830,7760.828404482950,11271.321429025200,14554.387538482600,16398.011093936300,16813.68394914820,18326.80512346100,18315.19630315860,18768.93014371970,16797.458856284200,18123.963034820500,21665.701898367200,21422.357543404700,19145.496036252300,20496.66137185100,20170.43841600270,19004.10729103040,19275.473337606600,20652.878328787800,27459.762783948400,32023.452207623700,32489.781908527800,35458.12312104820,39780.95144457540,44367.05564978730,44918.564877075600,43988.33249319460,47186.98146800470,45936.76595169880,47535.58994536850,50484.9275739023,44536.401308099900,48181.87418806390,50766.59941827470,54545.29997862490,53256.24408621180,54570.37501901410,
Grenada,,,,,,,,,,,,,,,,,,792.4549727350690,991.2280738945090,1153.9605004596000,1245.6246859223300,1276.3703662828500,1346.8581153631400,1372.667696544700,1477.915658671920,1678.0732462776000,1872.4686083726100,2162.530245206240,2408.714547660190,2757.8884395475400,2886.998203668330,3117.8898311136900,3192.231908321690,3153.8182827247700,3272.553372739590,3411.966959680500,3632.6786773110100,3861.3978220543400,4370.618317365620,4705.790063071690,5056.97725886957,5041.012235187090,5213.795649445420,5682.705377800710,5741.653657951360,6645.985548697230,6658.223585990460,7212.986819092370,7832.349081019160,7290.834937710260,7258.166560848550,7291.741669562730,7444.089074742760,7789.632355055940,8370.040472060670,9096.538652463220,9628.259168902900,10152.832811887300,10466.882211195800,10834.495680302000,9273.199291773920,9928.621733267180
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21594.039688750600,22628.278691123000,24472.782015762800,26596.21478984380,26713.058386753100,27680.54995970990,29288.781855794600,30320.538585209000,31040.08429556130,31210.470286179500,32908.306769173100,33656.45357354360,34843.20557491290,35829.25035989890,36214.00692245380,36601.9198811792,36556.67491102130,38040.586987058800,34624.34012904140,
Guatemala,252.75617116506200,253.2272900349980,261.1791338061170,280.09663644485800,279.93046450015600,278.82813848172100,283.19272459217400,287.968047136813,310.66174520335800,322.4375293697490,349.02497563332700,355.09037110772300,367.11888114087300,438.54485116069600,527.4176968119710,594.6518035520570,696.2220152750020,854.6366433809830,925.1257444659100,1027.0836960251400,1143.4404019769100,1217.2640204910500,1200.2492338204600,1212.7165586723600,1234.7026407121000,1233.0809439630200,892.2929064924560,850.218512067165,915.3980653359620,955.1134608633610,845.3069621051810,1011.7549662810500,1093.962908357010,1164.3740250810100,1293.4701979461900,1424.682542562580,1487.6076583997400,1649.0016020609900,1755.849582231910,1619.5107355253100,1664.2989582704500,1550.3603655544700,1682.994500689360,1737.8792869297400,1859.0983633510100,2068.500128593330,2251.0879627549900,2490.7491266520800,2802.4619619012400,2651.8171228381400,2852.5473265011600,3228.0457411296,3355.0369188127200,3522.773706214750,3779.6423361302500,3994.6369128847400,4173.301666194740,4454.048149835480,4478.424645509440,4638.6349431951100,4603.339643406460,5025.575572614510
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,354.4213650335790,351.90904550173600,398.54615279946100,394.33114235097500,419.8098708227220,461.3753124629850,489.0716040706510,475.42631699483500,477.76245923654200,508.1015161446170,518.3656625981990,493.82216135084000,456.4914841395320,429.7196923212060,363.4822792666150,336.15402065889700,343.6026312076990,393.73968985004700,407.3009759374470,322.41554003346600,453.4037133109420,659.992930975674,715.0965267004440,674.0854825961460,672.4249303593970,651.1361133679990,717.050535937992,769.0031666978320,787.2385644071570,769.2554754328220,732.2915119016620,855.5752705521250,955.1112811367090,1052.5880907587700,1078.9500062228100,1174.3529719448600
Guinea-Bissau,,,,,,,,,,,111.68883863548800,109.33259990791100,119.72820875607400,119.77602835802700,130.36756065634100,142.2818203430020,145.8778567469180,148.97815200793000,158.86670213916100,153.00619203827400,141.55935144996300,194.92465356305800,204.24879813193700,197.03104547551000,162.67215407060600,164.9419353116880,145.90548076944300,190.45237989458000,176.2593916248810,223.47141846499300,250.14944195955700,257.78917564696400,221.79916533698200,227.0232453212920,220.96042416003000,233.24325873921800,243.43829589282600,237.13007732345300,178.84836473658700,190.67230618846600,308.91031840187200,319.9574493581040,333.0585793325060,372.0561948720660,405.0751183733420,436.47522024895800,430.0039402750910,493.72199321924800,599.9952371909880,559.4145708573290,558.1746681347570,703.6605672574590,616.37566403413,634.6620391389700,623.3130913876890,603.3993815477320,661.4578386796030,738.54994489078,802.7673851161550,749.4537470288050,727.5201717195600,812.9623730036070
Guyana,297.6764225476950,315.3854595025510,321.5452367862770,282.3040712723840,305.36639865878500,327.1157281302830,344.16807724236400,370.15964908203800,334.8422488573830,358.32196658823700,379.895876186288,395.20291893891400,395.2923992982220,420.66561591598300,588.1370170124190,663.395665152058,602.6248473347730,590.0653704500380,658.4360002493090,683.3303918676420,773.1816707748350,729.6050921961400,616.9607897098110,628.1936565278430,564.5278744701910,588.6103534387840,660.1519000465490,468.1383309795290,551.2621745947800,509.37374974131900,533.5383587528410,468.15831088423800,499.03170934230300,602.1438729474710,712.7128542000640,816.5354249131000,927.1885833805440,988.3413167512650,951.9124771080700,926.7403361696190,954.4003180953350,955.6653806119070,974.9491932820410,997.2113728585520,1056.4238856109400,1105.5068247711800,3188.6731601658900,3658.4799665781300,4050.7862370013600,4233.766142761720,4580.698762047880,4908.566448264340,5378.810878482650,5489.140725513850,5407.147366117270,5576.825851513550,5811.397923625760,6124.953669987590,6145.819276643770,6609.511279545870,6955.939217177890,9374.80456982258
Haiti,70.661084558795,68.76433932798840,70.13804588060570,71.96218417157690,77.8625972471001,82.94760837375610,84.98525219834960,83.41190395808840,81.59295367366840,85.29579642925720,70.82617925481540,76.26374896866310,76.90186371253260,94.90457190779940,112.9962020165850,133.75024781286700,169.31075882231400,178.86063696673500,180.2732040221910,195.7542380357770,245.21656691490200,256.2456188910220,249.43221262548000,268.291929248001,293.18677330860700,317.0763459057720,357.7968297472100,309.3034899985530,386.777291423691,396.68613918586600,439.944188015911,483.8736354179950,308.3713974364500,251.75288767752300,285.11885384618200,363.2655445052510,368.6318637991030,415.7707421310530,455.54189605804900,499.30296865421600,805.0256324730040,735.5211179488380,692.0301629299140,542.3335960739360,667.2825464303270,781.2766577858840,804.5245119107610,1002.8884869175400,1086.9381918319300,1183.6048542076200,1191.9726637333500,1287.9546500320100,1337.3359456128100,1432.837617666920,1435.136470231040,1386.8541907884600,1290.380508123170,1369.0637339513700,1479.3458268885000,1312.770636066760,1272.3679920420500,1814.67404841047
High income,1372.0074661606500,1434.1156161670300,1528.4860141977200,1626.108168849920,1753.3525874784500,1882.0451780502300,2042.3066984252400,2168.8846989728200,2328.607685055130,2536.3900160156800,2743.7957542364300,3010.719475769820,3457.1437236778900,4142.511518354020,4626.622311797000,5115.252292229790,5526.948158379500,6207.563389824230,7377.307008101730,8457.561652882540,9369.588549428770,9434.820744518300,9276.029856703020,9509.878914576440,9853.933840776920,10277.842639371000,12394.741246166000,14267.507960451500,15952.681190670000,16570.748501742100,18474.335123178600,19379.288776760200,20721.010525809400,20720.675968484800,22146.84845427100,24395.87706488550,24442.965551863300,23870.780913141900,23811.841180562300,24858.528690203500,25224.963789914400,24822.426009806100,25723.72912651670,28653.867103355900,31694.410261326700,33295.52822177450,34919.67493000350,37953.03344554380,40116.22615056740,37307.333778837800,38836.67113106290,41742.158727130300,41524.889240031300,41805.75111525020,42455.82353650110,39847.26177553400,40475.17746364930,42118.204404273200,44571.43358191180,44774.775021567700,43282.42346117170,47886.78458905950
